#REFERENCE 0 133.6935800 -1.3603200
a2 133.6935436 -1.3600631 0.623546 0.140782 118.18184 1.0000 0.03 
a2 133.6941124 -1.3588861 0.652589 0.247242 116.75163 1.0000 -0.63 
a2 133.6910177 -1.3588971 0.641291 0.400955 108.59267 1.0000 -1.14 
a2 133.6923175 -1.3616968 0.469063 0.326364 131.77131 1.0000 -0.57 
a2 133.6967439 -1.3625693 0.493000 0.364774 116.54852 1.0000 -0.75 
